source_row_id,split
8416,train
8417,validation
8418,train
8419,test
8420,validation
8421,test
8422,train
8423,test
8424,test
8425,train
8426,train
8427,train
8428,train
8429,train
8430,train
8431,test
8432,validation
8433,train
8434,validation
8435,train
8436,train
8437,test
8438,validation
8439,train
8440,validation
8441,validation
8442,train
8443,train
8444,train
8445,train
8446,train
8447,train
8448,train
8449,test
8450,train
8451,test
8452,train
8453,train
8454,train
8455,test
8456,train
8457,validation
8458,validation
8459,train
8460,train
8461,validation
8462,validation
8463,train
8464,validation
8465,train
8466,train
8467,validation
8468,train
8469,test
8470,train
8471,train
8472,validation
8473,validation
8474,validation
8475,train
8476,train
8477,test
8478,test
8479,train
8480,test
8481,train
8482,train
8483,train
8484,train
8485,validation
8486,train
8487,train
8488,train
8489,test
8490,train
8491,train
8492,train
8493,train
8494,train
8495,train
8496,train
8497,test
8498,validation
8499,train
8500,validation
8501,train
8502,train
8503,train
8504,train
8505,train
8506,test
8507,train
8508,test
8509,train
8510,validation
8511,train
8512,train
8513,train
8514,train
8515,validation
8516,test
8517,test
8518,test
8519,train
8520,train
8521,train
8522,train
8523,train
8524,train
8525,test
8526,train
8527,train
8528,train
8529,train
8530,validation
8531,train
8532,train
8533,test
8534,test
8535,train
8536,train
8537,train
8538,train
8539,test
8540,test
8541,train
8542,train
8543,test
8544,validation
8545,validation
8546,test
8547,train
8548,train
8549,train
8550,validation
8551,train
8552,test
8553,train
8554,train
8555,train
8556,train
8557,train
8558,train
8559,validation
8560,train
8561,validation
8562,train
8563,test
8564,validation
8565,validation
8566,train
8567,validation
8568,validation
8569,validation
8570,train
8571,train
8572,train
8573,train
8574,validation
8575,validation
8576,validation
8577,validation
8578,train
8579,validation
8580,train
8581,train
8582,train
8583,train
8584,train
8585,test
8586,test
8587,validation
8588,validation
8589,test
8590,train
8591,test
8592,validation
8593,test
8594,train
8595,validation
8596,train
8597,train
8598,train
8599,test
8600,train
8601,train
8602,train
8603,validation
8604,validation
8605,train
8606,test
8607,train
8608,train
8609,train
8610,test
8611,test
8612,train
8613,train
8614,train
8615,test
8616,test
8617,test
8618,train
8619,validation
8620,train
8621,train
8622,train
8623,test
8624,train
8625,validation
8626,train
8627,train
8628,validation
8629,train
8630,test
8631,test
8632,train
8633,train
8634,train
8635,validation
8636,validation
8637,train
8638,train
8639,train
8640,train
8641,train
8642,train
8643,train
8644,train
8645,train
8646,train
8647,validation
8648,train
8649,train
8650,validation
8651,train
8652,test
8653,test
8654,validation
8655,train
8656,test
8657,train
8658,train
8659,train
8660,train
8661,validation
8662,validation
8663,test
8664,train
8665,train
8666,train
8667,train
8668,train
8669,validation
8670,validation
8671,test
8672,train
8673,train
8674,train
8675,validation
8676,train
8677,test
8678,train
8679,validation
8680,train
8681,validation
8682,test
8683,validation
8684,train
8685,test
8686,train
8687,train
8688,train
8689,train
8690,train
8691,train
8692,validation
8693,train
8694,train
8695,validation
8696,validation
8697,test
8698,validation
8699,train
8700,test
8701,train
8702,test
8703,train
8704,train
8705,train
8706,train
8707,train
8708,train
8709,validation
8710,train
8711,train
8712,test
8713,train
8714,test
8715,test
8716,train
8717,train
8718,test
8719,validation
8720,test
8721,test
8722,validation
8723,test
8724,validation
8725,validation
8726,validation
8727,train
8728,train
8729,train
8730,test
8731,test
8732,train
8733,test
8734,validation
8735,train
8736,train
8737,train
8738,train
8739,train
8740,train
8741,train
8742,train
8743,train
8744,validation
8745,train
8746,test
8747,train
8748,train
8749,train
8750,validation
8751,train
8752,test
8753,validation
8754,validation
8755,validation
8756,train
8757,test
8758,train
8759,validation
8760,train
8761,train
8762,validation
8763,validation
8764,test
8765,train
8766,train
8767,train
8768,train
8769,train
8770,train
8771,train
8772,train
8773,test
8774,validation
8775,train
8776,test
8777,train
8778,train
8779,validation
8780,train
8781,validation
8782,train
8783,test
8784,validation
8785,validation
8786,train
8787,test
8788,train
8789,validation
8790,validation
8791,train
8792,train
8793,train
8794,train
8795,train
8796,train
8797,test
8798,train
8799,test
8800,train
8801,validation
8802,train
8803,train
8804,test
8805,test
8806,validation
8807,test
8808,validation
8809,validation
8810,train
8811,train
8812,validation
8813,validation
8814,validation
8815,test
8816,train
8817,test
8818,train
8819,train
8820,test
8821,test
8822,test
8823,test
8824,train
8825,train
8826,train
8827,train
8828,train
8829,train
8830,train
8831,train
8832,test
8833,validation
8834,train
8835,train
8836,test
8837,train
8838,test
8839,train
8840,train
8841,train
8842,train
8843,train
8844,train
8845,test
8846,train
8847,train
8848,validation
8849,train
8850,train
8851,train
8852,validation
8853,train
8854,validation
8855,test
8856,test
8857,train
8858,test
8859,validation
8860,test
8861,validation
8862,validation
8863,train
8864,train
8865,train
8866,test
8867,train
8868,train
8869,test
8870,train
8871,train
8872,train
8873,train
8874,train
8875,train
8876,train
8877,train
8878,validation
8879,train
8880,train
8881,train
8882,validation
8883,train
8884,train
8885,train
8886,test
8887,train
8888,test
8889,validation
8890,train
8891,validation
8892,test
8893,validation
8894,validation
8895,validation
8896,test
8897,train
8898,train
8899,validation
8900,train
8901,validation
8902,train
8903,train
8904,train
8905,test
8906,train
8907,validation
8908,train
8909,train
8910,train
8911,train
8912,train
8913,test
8914,train
8915,train
8916,train
8917,train
8918,train
8919,test
8920,train
8921,validation
8922,test
8923,validation
8924,validation
8925,validation
8926,train
8927,train
8928,test
8929,train
8930,test
8931,test
8932,train
8933,train
8934,train
8935,test
8936,train
8937,train
8938,validation
8939,train
8940,train
8941,test
8942,train
8943,train
8944,train
8945,validation
8946,train
8947,validation
8948,train
8949,train
8950,train
8951,train
8952,train
8953,train
8954,train
8955,train
8956,train
8957,test
8958,train
8959,train
8960,train
8961,train
8962,test
8963,validation
8964,validation
8965,test
8966,train
8967,test
8968,train
8969,train
8970,train
8971,train
8972,train
8973,train
8974,train
8975,train
8976,test
8977,test
8978,test
8979,test
8980,test
8981,train
8982,train
8983,train
8984,validation
8985,train
8986,train
8987,train
8988,train
8989,train
8990,test
8991,validation
8992,test
8993,train
8994,train
8995,train
8996,train
8997,train
8998,train
8999,test
9000,validation
9001,train
9002,test
9003,test
9004,test
9005,train
9006,train
9007,validation
9008,train
9009,test
9010,test
9011,train
9012,validation
9013,validation
9014,test
9015,test
9016,test
9017,train
9018,test
9019,validation
9020,validation
9021,train
9022,train
9023,train
9024,train
9025,train
9026,validation
9027,train
9028,train
9029,train
9030,train
9031,train
9032,train
9033,test
9034,train
9035,train
9036,test
9037,test
9038,train
9039,train
9040,train
9041,train
9042,validation
9043,train
9044,test
9045,train
9046,test
9047,validation
9048,validation
9049,test
9050,validation
9051,train
9052,train
9053,test
9054,validation
9055,validation
9056,validation
9057,train
9058,train
9059,train
9060,train
9061,validation
9062,train
9063,validation
9064,validation
9065,train
9066,test
9067,train
9068,train
9069,test
9070,validation
9071,train
9072,train
9073,train
9074,validation
9075,train
9076,train
9077,train
9078,train
9079,train
9080,train
9081,test
9082,test
9083,train
9084,train
9085,train
9086,test
9087,train
9088,train
9089,train
9090,train
9091,test
9092,train
9093,train
9094,validation
9095,validation
9096,validation
9097,train
9098,train
9099,train
9100,train
9101,test
9102,train
9103,train
9104,train
9105,train
9106,test
9107,train
9108,validation
9109,train
9110,validation
9111,test
9112,validation
9113,train
9114,train
9115,train
9116,validation
9117,train
9118,train
9119,validation
9120,test
9121,train
9122,train
9123,train
9124,train
9125,validation
9126,validation
9127,train
9128,validation
9129,train
9130,validation
9131,validation
9132,train
9133,train
9134,train
9135,validation
9136,train
9137,train
9138,train
9139,train
9140,train
9141,train
9142,train
9143,train
9144,test
9145,train
9146,train
9147,train
9148,test
9149,train
9150,train
9151,validation
9152,train
9153,train
9154,train
9155,train
9156,train
9157,validation
9158,train
9159,train
9160,validation
9161,train
9162,train
9163,validation
9164,train
9165,train
9166,train
9167,train
9168,train
9169,train
9170,validation
9171,test
9172,train
9173,validation
9174,train
9175,train
9176,train
9177,validation
9178,test
9179,validation
9180,train
9181,train
9182,train
9183,test
9184,validation
9185,train
9186,validation
9187,train
9188,train
9189,train
9190,train
9191,train
9192,train
9193,train
9194,train
9195,train
9196,test
9197,validation
9198,train
9199,train
9200,train
9201,train
9202,train
9203,train
9204,train
9205,train
9206,test
9207,train
9208,train
9209,validation
9210,test
9211,test
9212,validation
9213,validation
9214,validation
9215,train
9216,validation
9217,test
9218,train
9219,train
9220,validation
9221,train
9222,validation
9223,validation
9224,validation
9225,validation
9226,train
9227,test
9228,train
9229,test
9230,test
9231,train
9232,test
9233,test
9234,train
9235,validation
9236,train
9237,train
9238,train
9239,validation
9240,validation
9241,train
9242,train
9243,train
9244,train
9245,validation
9246,train
9247,validation
9248,train
9249,test
9250,train
9251,train
9252,train
9253,test
9254,test
9255,train
9256,test
9257,train
9258,validation
9259,validation
9260,train
9261,train
9262,train
9263,train
9264,train
9265,train
9266,train
9267,train
9268,validation
9269,train
9270,validation
9271,test
9272,train
9273,train
9274,train
9275,train
9276,train
9277,train
9278,train
9279,train
9280,train
9281,train
9282,train
9283,train
9284,test
9285,validation
9286,validation
9287,validation
9288,train
9289,train
9290,train
9291,test
9292,train
9293,test
9294,train
9295,train
9296,train
9297,train
9298,train
9299,train
9300,train
9301,train
9302,train
9303,train
9304,validation
9305,test
9306,test
9307,train
9308,validation
9309,validation
9310,train
9311,validation
9312,train
9313,train
9314,train
9315,train
9316,test
9317,train
9318,test
9319,train
9320,train
9321,validation
9322,train
9323,train
9324,train
9325,validation
9326,test
9327,test
9328,train
9329,train
9330,test
9331,train
9332,train
9333,train
9334,train
9335,train
9336,train
9337,train
9338,train
9339,validation
9340,test
9341,test
9342,train
9343,train
9344,train
9345,validation
9346,test
9347,train
9348,validation
9349,validation
9350,train
9351,train
9352,train
9353,validation
9354,train
9355,test
9356,train
9357,train
9358,train
9359,train
9360,train
9361,train
9362,validation
9363,test
9364,validation
9365,train
9366,train
9367,train
9368,train
9369,validation
9370,train
9371,train
9372,test
9373,train
9374,validation
9375,test
9376,train
9377,test
9378,train
9379,validation
9380,validation
9381,validation
9382,train
9383,validation
9384,test
9385,validation
9386,test
9387,test
9388,test
9389,train
9390,validation
9391,train
9392,test
9393,test
9394,train
9395,train
9396,validation
9397,train
9398,test
9399,train
9400,train
9401,validation
9402,train
9403,validation
9404,train
9405,test
9406,train
9407,validation
9408,train
9409,train
9410,train
9411,test
9412,train
9413,train
9414,test
9415,train
9416,train
9417,test
9418,test
9419,validation
9420,test
9421,test
9422,validation
9423,train
9424,validation
9425,validation
9426,train
9427,train
9428,test
9429,train
9430,train
9431,test
9432,test
9433,validation
9434,validation
9435,train
9436,train
9437,train
9438,test
9439,train
9440,train
9441,test
9442,train
9443,train
9444,train
9445,train
9446,test
9447,train
9448,train
9449,train
9450,train
9451,validation
9452,train
9453,test
9454,test
9455,train
9456,train
9457,test
9458,train
9459,train
9460,train
9461,train
9462,train
9463,train
9464,train
9465,train
9466,validation
9467,test
9468,train
9469,train
9470,test
9471,validation
9472,test
9473,train
9474,train
9475,validation
9476,test
9477,validation
9478,train
9479,validation
9480,test
9481,train
9482,test
9483,test
9484,train
9485,validation
9486,test
9487,test
9488,train
9489,train
9490,validation
9491,train
9492,train
9493,train
9494,test
9495,train
9496,test
9497,train
9498,train
9499,train
9500,validation
9501,train
9502,test
9503,train
9504,validation
9505,validation
9506,train
9507,validation
9508,test
9509,train
9510,train
9511,validation
9512,test
9513,train
9514,validation
9515,train
9516,test
9517,test
9518,train
9519,train
9520,test
9521,validation
9522,train
9523,test
9524,train
9525,train
9526,train
9527,train
9528,train
9529,test
9530,validation
9531,train
9532,train
9533,test
9534,test
9535,train
9536,train
9537,train
9538,test
9539,train
9540,test
9541,train
9542,train
9543,validation
9544,train
9545,train
9546,train
9547,train
9548,test
9549,train
9550,train
9551,validation
9552,train
9553,validation
9554,train
9555,train
9556,train
9557,validation
9558,train
9559,train
9560,validation
9561,train
9562,train
9563,train
9564,train
9565,train
9566,train
9567,validation
9568,train
9569,validation
9570,test
9571,test
9572,validation
9573,test
9574,test
9575,train
9576,test
9577,train
9578,validation
9579,validation
9580,test
9581,validation
9582,train
9583,test
9584,test
9585,validation
9586,train
9587,test
9588,train
9589,train
9590,train
9591,test
9592,train
9593,test
9594,validation
9595,train
9596,test
9597,test
9598,train
9599,test
9600,validation
9601,train
9602,train
9603,validation
9604,train
9605,train
9606,test
9607,train
9608,train
9609,train
9610,train
9611,train
9612,validation
9613,test
9614,train
9615,validation
9616,train
9617,validation
9618,train
9619,validation
9620,train
9621,train
9622,test
9623,train
9624,train
9625,train
9626,train
9627,test
9628,train
9629,train
9630,validation
9631,train
9632,test
9633,validation
9634,train
9635,train
9636,train
9637,train
9638,train
9639,train
9640,test
9641,train
9642,train
9643,validation
9644,test
9645,validation
9646,train
9647,train
9648,train
9649,train
9650,validation
9651,train
9652,validation
9653,validation
9654,train
9655,test
9656,train
9657,train
9658,train
9659,train
9660,test
9661,test
9662,test
9663,train
9664,test
9665,train
9666,test
9667,validation
9668,train
9669,train
9670,train
9671,train
9672,train
9673,train
9674,train
9675,train
9676,train
9677,test
9678,validation
9679,train
9680,train
9681,train
9682,validation
9683,train
9684,train
9685,validation
9686,train
9687,test
9688,train
9689,train
9690,validation
9691,train
9692,test
9693,train
9694,train
9695,train
9696,train
9697,train
9698,train
9699,train
9700,train
9701,validation
9702,train
9703,train
9704,train
9705,validation
9706,validation
9707,validation
9708,train
9709,train
9710,train
9711,train
9712,validation
9713,train
9714,validation
9715,train
9716,train
9717,validation
9718,train
9719,train
9720,train
9721,train
9722,train
9723,train
9724,train
9725,train
9726,train
9727,train
9728,train
9729,train
9730,train
9731,train
9732,validation
9733,train
9734,train
9735,validation
9736,train
9737,train
9738,test
9739,train
9740,train
9741,validation
9742,train
9743,train
9744,train
9745,train
9746,test
9747,validation
9748,train
9749,train
9750,test
9751,test
9752,validation
9753,validation
9754,train
9755,train
9756,train
9757,test
9758,train
9759,train
9760,train
9761,train
9762,train
9763,train
9764,train
9765,train
9766,train
9767,train
9768,test
9769,train
9770,train
9771,validation
9772,validation
9773,train
9774,train
9775,train
9776,test
9777,train
9778,test
9779,train
9780,train
9781,train
9782,test
9783,test
9784,test
9785,train
9786,validation
9787,test
9788,train
9789,train
9790,train
9791,train
9792,train
9793,validation
9794,train
9795,train
9796,train
9797,validation
9798,test
9799,train
9800,train
9801,train
9802,train
9803,validation
9804,train
9805,validation
9806,train
9807,validation
9808,train
9809,train
9810,test
9811,train
9812,train
9813,test
9814,validation
9815,validation
9816,train
9817,train
9818,train
9819,test
9820,train
9821,test
9822,test
9823,train
9824,test
9825,train
9826,train
9827,validation
9828,test
9829,validation
9830,train
9831,validation
9832,train
9833,train
9834,train
9835,test
9836,train
9837,validation
9838,test
9839,train
9840,validation
9841,validation
9842,validation
9843,test
9844,validation
9845,test
9846,train
9847,train
9848,test
9849,train
9850,train
9851,test
9852,validation
9853,test
9854,train
9855,train
9856,test
9857,train
9858,train
9859,validation
9860,validation
9861,test
9862,train
9863,train
9864,validation
9865,train
9866,train
9867,validation
9868,test
9869,train
9870,validation
9871,train
9872,validation
9873,train
9874,train
9875,train
9876,test
9877,test
9878,train
9879,validation
9880,validation
9881,train
9882,train
9883,train
9884,train
9885,test
9886,train
9887,train
9888,train
9889,train
9890,test
9891,train
9892,validation
9893,train
9894,train
9895,train
9896,train
9897,train
9898,test
9899,train
9900,train
9901,train
9902,train
9903,train
9904,train
9905,train
9906,validation
9907,train
9908,test
9909,train
9910,validation
9911,validation
9912,train
9913,validation
9914,train
9915,train
9916,train
9917,train
9918,train
9919,train
9920,train
9921,test
9922,train
9923,train
9924,test
9925,train
9926,validation
9927,train
9928,train
9929,train
9930,test
9931,train
9932,train
9933,test
9934,validation
9935,train
9936,train
9937,test
9938,train
9939,train
9940,train
9941,train
9942,train
9943,train
9944,train
9945,train
9946,test
9947,train
9948,validation
9949,test
9950,train
9951,train
9952,validation
9953,validation
9954,train
9955,train
9956,validation
9957,train
9958,train
9959,train
9960,train
9961,test
9962,train
9963,train
9964,train
9965,train
9966,validation
9967,train
9968,train
9969,validation
9970,train
9971,test
9972,train
9973,train
9974,train
9975,train
9976,validation
9977,test
9978,train
9979,train
9980,train
9981,train
9982,train
9983,train
9984,test
9985,train
9986,train
9987,train
9988,test
9989,train
9990,train
9991,train
9992,train
9993,train
9994,train
9995,test
9996,test
9997,test
9998,train
9999,train
10000,train
10001,train
10002,validation
10003,train
10004,validation
10005,validation
10006,train
10007,train
10008,test
10009,train
10010,train
10011,train
10012,validation
10013,train
10014,validation
10015,train
10016,validation
10017,train
10018,train
10019,train
10020,train
10021,test
10022,train
10023,train
10024,test
10025,train
10026,train
10027,test
10028,train
10029,train
10030,train
10031,train
10032,train
10033,train
10034,train
10035,train
10036,train
10037,train
10038,test
10039,train
10040,train
10041,train
10042,test
10043,validation
10044,train
10045,train
10046,validation
10047,train
10048,validation
10049,test
10050,validation
10051,test
10052,test
10053,train
10054,validation
10055,train
10056,train
10057,train
10058,train
10059,train
10060,train
10061,validation
10062,train
10063,train
10064,test
10065,validation
10066,train
10067,train
10068,train
10069,train
10070,train
10071,validation
10072,validation
10073,train
10074,validation
10075,train
10076,train
10077,test
10078,train
10079,train
10080,test
10081,train
10082,test
10083,train
10084,train
10085,validation
10086,train
10087,validation
10088,train
10089,train
10090,train
10091,test
10092,train
10093,train
10094,validation
10095,train
10096,validation
10097,train
10098,train
10099,validation
10100,train
10101,train
10102,train
10103,test
10104,test
10105,train
10106,train
10107,test
10108,train
10109,validation
10110,train
10111,test
10112,train
10113,validation
10114,test
10115,train
10116,train
10117,validation
10118,train
10119,validation
10120,train
10121,test
10122,test
10123,validation
10124,train
10125,train
10126,train
10127,validation
10128,test
10129,train
10130,train
10131,train
10132,train
10133,validation
10134,test
10135,train
10136,train
10137,train
10138,train
10139,train
10140,train
10141,train
10142,validation
10143,train
10144,test
10145,train
10146,train
10147,train
10148,validation
10149,validation
10150,train
10151,train
10152,train
10153,train
10154,validation
10155,validation
10156,validation
10157,train
10158,test
10159,test
10160,train
10161,test
10162,train
10163,train
10164,train
10165,train
10166,test
10167,validation
10168,test
10169,test
10170,train
10171,train
10172,train
10173,train
10174,train
10175,train
10176,test
10177,validation
10178,train
10179,test
10180,train
10181,validation
10182,train
10183,test
10184,train
10185,validation
10186,train
10187,train
10188,validation
10189,train
10190,validation
10191,train
10192,train
10193,test
10194,test
10195,train
10196,train
10197,train
10198,train
10199,test
10200,train
10201,train
10202,train
10203,test
10204,train
10205,train
10206,validation
10207,test
10208,train
10209,validation
10210,train
10211,train
10212,test
10213,test
10214,test
10215,train
10216,validation
10217,train
10218,validation
10219,validation
10220,test
10221,train
10222,validation
10223,train
10224,train
10225,test
10226,test
10227,train
10228,train
10229,train
10230,test
10231,train
10232,validation
10233,test
10234,validation
10235,train
10236,train
10237,train
10238,test
10239,train
10240,validation
10241,validation
10242,train
10243,train
10244,train
10245,train
10246,train
10247,train
10248,train
10249,train
10250,validation
10251,validation
10252,train
10253,test
10254,validation
10255,train
10256,validation
10257,test
10258,train
10259,train
10260,train
10261,train
10262,train
10263,train
10264,train
10265,test
10266,test
10267,test
10268,train
10269,train
10270,train
10271,train
10272,train
10273,train
10274,train
10275,train
10276,validation
10277,train
10278,test
10279,train
10280,validation
10281,train
10282,train
10283,train
10284,train
10285,train
10286,train
10287,validation
10288,train
10289,train
10290,validation
10291,test
10292,test
10293,train
10294,test
10295,train
10296,train
10297,train
10298,train
10299,test
10300,train
10301,train
10302,test
10303,validation
10304,test
10305,train
10306,train
10307,train
10308,validation
10309,test
10310,train
10311,validation
10312,train
10313,validation
10314,train
10315,train
10316,validation
10317,train
10318,train
10319,train
10320,train
10321,test
10322,train
10323,train
10324,train
10325,train
10326,train
10327,test
10328,train
10329,train
10330,validation
10331,train
10332,train
10333,train
10334,train
10335,validation
10336,train
10337,validation
10338,test
10339,validation
10340,train
10341,validation
10342,train
10343,train
10344,train
10345,train
10346,train
10347,test
10348,validation
10349,train
10350,test
10351,train
10352,validation
10353,train
10354,train
10355,train
10356,train
10357,train
10358,test
10359,train
10360,train
10361,test
10362,train
10363,train
10364,train
10365,train
10366,train
10367,train
10368,validation
10369,test
10370,validation
10371,train
10372,train
10373,train
10374,train
10375,train
10376,train
10377,train
10378,train
10379,train
10380,validation
10381,validation
10382,validation
10383,test
10384,train
10385,train
10386,train
10387,train
10388,train
10389,train
10390,train
10391,validation
10392,train
10393,train
10394,train
10395,train
10396,train
10397,train
10398,train
10399,train
10400,train
10401,test
10402,train
10403,train
10404,train
10405,train
10406,test
10407,validation
10408,train
10409,validation
10410,train
10411,train
10412,train
10413,validation
10414,test
10415,train
10416,train
10417,train
10418,validation
10419,train
10420,train
10421,test
10422,test
10423,test
10424,train
10425,test
10426,train
10427,train
10428,train
10429,train
10430,test
10431,train
10432,train
10433,train
10434,train
10435,train
10436,test
10437,train
10438,train
10439,train
10440,train
10441,train
10442,train
10443,train
10444,train
10445,train
10446,train
10447,train
10448,train
10449,train
10450,test
10451,train
10452,test
10453,train
10454,train
10455,validation
10456,train
10457,test
10458,train
10459,train
10460,train
10461,test
10462,train
10463,train
10464,test
10465,train
10466,train
10467,train
10468,train
10469,validation
10470,train
10471,train
10472,validation
10473,train
10474,train
10475,validation
10476,train
10477,train
10478,train
10479,validation
10480,train
10481,train
10482,train
10483,train
10484,train
10485,train
10486,train
10487,train
10488,train
10489,validation
10490,train
10491,validation
10492,train
10493,train
10494,test
10495,train
10496,train
10497,test
10498,train
10499,train
10500,test
10501,test
10502,validation
10503,train
10504,train
10505,test
10506,validation
10507,train
10508,train
10509,test
10510,train
10511,train
10512,train
10513,train
10514,train
10515,train
10516,train
10517,train
10518,test
10519,test
10520,validation
10521,train
10522,test
10523,test
10524,validation
10525,test
10526,train
10527,train
10528,validation
10529,test
10530,validation
10531,train
10532,train
10533,train
10534,train
10535,test
10536,test
10537,test
10538,train
10539,test
10540,validation
10541,train
10542,validation
10543,train
10544,validation
10545,validation
10546,test
10547,train
10548,train
10549,train
10550,train
10551,train
10552,train
10553,validation
10554,test
10555,train
10556,validation
10557,train
10558,train
10559,validation
10560,train
10561,train
10562,train
10563,train
10564,train
10565,validation
10566,test
10567,validation
10568,test
10569,train
10570,test
10571,train
10572,test
10573,train
10574,train
10575,train
10576,validation
10577,train
10578,train
10579,train
10580,validation
10581,test
10582,train
10583,validation
10584,test
10585,validation
10586,train
10587,validation
10588,validation
10589,test
10590,train
10591,test
10592,test
10593,test
10594,train
10595,train
10596,train
10597,test
10598,validation
10599,validation
10600,train
10601,train
10602,train
10603,train
10604,train
10605,validation
10606,train
10607,train
10608,train
10609,train
10610,train
10611,train
10612,train
10613,train
10614,validation
10615,validation
10616,train
10617,test
10618,train
10619,train
10620,train
10621,train
10622,train
10623,train
10624,train
10625,train
10626,test
10627,train
10628,train
10629,validation
10630,train
10631,train
10632,test
10633,validation
10634,train
10635,train
10636,train
10637,train
10638,test
10639,train
10640,train
10641,validation
10642,train
10643,test
10644,train
10645,train
10646,train
10647,train
10648,train
10649,train
10650,train
10651,test
10652,validation
10653,test
10654,train
10655,test
10656,validation
10657,train
10658,test
10659,train
10660,train
10661,train
10662,train
10663,train
10664,train
10665,train
10666,train
10667,test
10668,train
10669,validation
10670,validation
10671,train
10672,train
10673,test
10674,validation
10675,train
10676,test
10677,validation
10678,validation
10679,train
10680,train
10681,train
10682,validation
10683,train
10684,train
10685,train
10686,train
10687,train
10688,train
10689,validation
10690,train
10691,test
10692,train
10693,train
10694,train
10695,validation
10696,train
10697,test
10698,train
10699,train
10700,test
10701,validation
10702,train
10703,test
10704,train
10705,validation
10706,train
10707,train
10708,train
10709,train
10710,train
10711,test
10712,test
10713,train
10714,train
10715,test
10716,train
10717,test
10718,train
10719,validation
10720,validation
10721,validation
10722,test
10723,train
10724,validation
10725,test
10726,train
10727,train
10728,test
10729,train
10730,validation
10731,test
10732,validation
10733,train
10734,validation
10735,train
10736,validation
10737,train
10738,validation
10739,train
10740,validation
10741,test
10742,train
10743,train
10744,test
10745,validation
10746,validation
10747,test
10748,train
10749,test
10750,train
10751,validation
10752,train
10753,test
10754,train
10755,validation
10756,train
10757,test
10758,train
10759,train
10760,validation
10761,validation
10762,test
10763,test
10764,train
10765,validation
10766,train
10767,test
10768,test
10769,train
10770,test
10771,train
10772,train
10773,train
10774,train
10775,train
10776,test
10777,train
10778,train
10779,test
10780,train
10781,train
10782,train
10783,train
10784,validation
10785,validation
10786,train
10787,train
10788,train
10789,train
10790,train
10791,validation
10792,train
10793,test
10794,train
10795,validation
10796,validation
10797,validation
10798,train
10799,validation
10800,test
10801,train
10802,train
10803,validation
10804,validation
10805,validation
10806,train
10807,train
10808,train
10809,test
10810,validation
10811,train
10812,train
10813,validation
10814,train
10815,train
10816,test
10817,test
10818,test
10819,validation
10820,train
10821,validation
10822,train
10823,train
10824,test
10825,test
10826,validation
10827,train
10828,validation
10829,train
10830,train
10831,validation
10832,train
10833,train
10834,train
10835,train
10836,train
10837,train
10838,train
10839,validation
10840,test
10841,train
10842,train
10843,validation
10844,train
10845,train
10846,test
10847,train
10848,train
10849,train
10850,validation
10851,train
10852,validation
10853,validation
10854,test
10855,test
10856,test
10857,test
10858,train
10859,test
10860,train
10861,test
10862,train
10863,train
10864,train
10865,train
10866,validation
10867,train
10868,validation
10869,train
10870,train
10871,train
10872,validation
10873,test
10874,train
10875,train
10876,train
10877,train
10878,train
10879,train
10880,train
10881,train
10882,validation
10883,train
10884,test
10885,train
10886,test
10887,train
10888,validation
10889,train
10890,train
10891,test
10892,train
10893,train
10894,train
10895,train
10896,test
10897,train
10898,train
10899,train
10900,test
10901,test
10902,train
10903,train
10904,train
10905,train
10906,train
10907,train
10908,train
10909,train
10910,train
10911,train
10912,test
10913,train
10914,train
10915,validation
10916,train
10917,test
10918,train
10919,train
10920,train
10921,validation
10922,train
10923,validation
10924,train
10925,test
10926,test
10927,train
10928,train
10929,validation
10930,validation
10931,train
10932,train
10933,test
10934,train
10935,train
10936,train
10937,train
10938,train
10939,validation
10940,validation
10941,validation
10942,train
10943,test
10944,train
10945,train
10946,train
10947,train
10948,validation
10949,test
10950,train
10951,test
10952,train
10953,validation
10954,train
10955,test
10956,train
10957,train
10958,train
10959,train
10960,train
10961,train
10962,test
10963,train
10964,train
10965,train
10966,train
10967,train
10968,validation
10969,train
10970,train
10971,train
10972,train
10973,train
10974,train
10975,train
10976,validation
10977,train
10978,train
10979,train
10980,validation
10981,train
10982,train
10983,train
10984,train
10985,validation
10986,train
10987,train
10988,train
10989,train
10990,train
10991,validation
10992,test
10993,test
10994,train
10995,validation
10996,train
10997,train
10998,test
10999,test
11000,train
11001,test
11002,test
11003,test
11004,train
11005,train
11006,train
11007,validation
11008,validation
11009,train
11010,test
11011,test
11012,train
11013,validation
11014,test
11015,train
11016,train
11017,train
11018,validation
11019,validation
11020,train
11021,validation
11022,train
11023,train
11024,train
11025,train
11026,test
11027,validation
11028,train
11029,train
11030,test
11031,validation
11032,train
11033,validation
11034,test
11035,validation
11036,train
11037,train
11038,train
11039,train
11040,validation
11041,train
11042,train
11043,validation
11044,validation
11045,train
11046,train
11047,train
11048,train
11049,train
11050,train
11051,train
11052,test
11053,train
11054,train
11055,validation
11056,train
11057,test
11058,validation
11059,train
11060,test
11061,test
11062,test
11063,train
11064,train
11065,test
11066,train
11067,train
11068,train
11069,train
11070,validation
11071,validation
11072,test
11073,test
11074,test
11075,train
11076,train
11077,validation
11078,train
11079,test
11080,test
11081,train
11082,train
11083,train
11084,train
11085,test
11086,test
11087,train
11088,test
11089,train
11090,train
11091,train
11092,validation
11093,validation
11094,train
11095,train
11096,validation
11097,train
11098,validation
11099,test
11100,validation
11101,test
11102,train
11103,test
11104,train
11105,train
11106,train
11107,test
